site_number,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
64,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.483864,3.483864,3.806444,3.806444,9.935464,9.612884,10.193528,10.387076,10.580624,10.580624,10.64514,10.709656,10.709656,10.709656,10.064496,9.870948,9.870948,9.870948,9.870948,9.225788,9.225788,9.225788,9.35482,10.32256,10.516108,10.838688,11.999976,14.903196,14.967712,15.032228,14.967712,18.38706,18.06448,,,,,,,,,,,
65,3.999992,4.645152,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.483864,3.483864,3.806444,3.806444,9.935464,9.612884,10.193528,10.387076,10.580624,10.580624,10.64514,10.709656,10.709656,10.709656,10.064496,9.870948,9.870948,9.870948,9.870948,9.225788,9.225788,9.225788,9.35482,10.32256,10.516108,10.838688,11.999976,14.903196,14.967712,,,,,,,,,,
66,3.999992,4.645152,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.483864,3.483864,3.806444,3.806444,9.935464,9.612884,10.193528,10.387076,10.580624,10.580624,10.64514,10.709656,10.709656,10.709656,10.064496,9.870948,9.870948,9.870948,9.870948,9.225788,9.225788,9.225788,9.35482,10.32256,10.516108,10.838688,11.999976,14.903196,14.967712,,,,,,,,,,
67,15.032228,14.967712,18.38706,18.06448,18.06448,11.93546,11.93546,11.354816,11.161268,13.87094,13.87094,13.806424,13.741908,13.741908,13.741908,12.387072,12.129008,13.161264,13.22578,14.903196,17.09674,17.09674,17.09674,17.483836,17.161256,16.967708,16.645128,15.48384,12.58062,12.58062,12.9032,13.290296,9.870948,10.064496,12.451588,12.451588,12.451588,12.451588,12.516104,,,,,,,,,,,,
69,12.387072,12.129008,13.161264,13.22578,14.903196,17.09674,17.09674,17.09674,17.483836,17.161256,16.967708,16.645128,15.48384,12.58062,12.58062,12.9032,13.290296,9.870948,10.064496,12.451588,12.451588,12.451588,12.451588,12.516104,9.612884,9.612884,9.6774,9.6774,13.999972,13.999972,13.999972,,,,,,,,,,,,,,,,,,,,
70,10.32256,10.516108,10.838688,11.999976,14.903196,14.967712,15.032228,14.967712,18.38706,18.06448,18.06448,11.93546,11.93546,11.354816,11.161268,13.87094,13.87094,13.806424,13.741908,13.741908,13.741908,12.387072,12.129008,13.161264,13.22578,14.903196,17.09674,17.09674,17.09674,17.483836,17.161256,16.967708,16.645128,15.48384,12.58062,12.58062,12.9032,13.290296,9.870948,10.064496,12.451588,12.451588,12.451588,12.451588,12.516104,,,,,,
71,9.612884,10.193528,10.387076,10.580624,10.580624,10.64514,10.709656,10.709656,10.709656,10.064496,9.870948,9.870948,9.870948,9.870948,9.225788,9.225788,9.225788,9.35482,10.32256,10.516108,10.838688,11.999976,14.903196,14.967712,15.032228,14.967712,18.38706,18.06448,18.06448,11.93546,11.93546,11.354816,11.161268,13.87094,13.87094,13.806424,13.741908,13.741908,13.741908,12.387072,,,,,,,,,,,
72,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,3.54838,3.999992,3.999992,3.999992,3.999992,4.645152,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.483864,3.483864,3.806444,3.806444,9.935464,9.612884,10.193528,10.387076,10.580624,10.580624,10.64514,10.709656,10.709656,10.709656,10.064496,9.870948,
73,12.387072,12.129008,13.161264,13.22578,14.903196,17.09674,17.09674,17.09674,17.483836,17.161256,16.967708,16.645128,15.48384,12.58062,12.58062,12.9032,13.290296,9.870948,10.064496,12.451588,12.451588,12.451588,12.451588,12.516104,9.612884,9.612884,9.6774,9.6774,13.999972,13.999972,13.999972,,,,,,,,,,,,,,,,,,,,
74,3.999992,4.645152,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.483864,3.483864,3.806444,3.806444,9.935464,9.612884,10.193528,10.387076,10.580624,10.580624,10.64514,10.709656,10.709656,10.709656,10.064496,9.870948,9.870948,9.870948,9.870948,9.225788,9.225788,9.225788,9.35482,10.32256,10.516108,10.838688,11.999976,14.903196,14.967712,,,,,,,,,,
75,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.483864,3.483864,3.806444,3.806444,9.935464,9.612884,10.193528,10.387076,10.580624,10.580624,10.64514,10.709656,10.709656,10.709656,10.064496,9.870948,9.870948,9.870948,9.870948,9.225788,9.225788,9.225788,9.35482,10.32256,10.516108,10.838688,11.999976,14.903196,14.967712,15.032228,14.967712,18.38706,18.06448,,,,,,,,,,,
76,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,3.54838,3.999992,3.999992,3.999992,3.999992,4.645152,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.483864,3.483864,3.806444,3.806444,9.935464,9.612884,10.193528,10.387076,10.580624,10.580624,10.64514,10.709656,10.709656,10.709656,10.064496,9.870948,
77,10.32256,10.516108,10.838688,11.999976,14.903196,14.967712,15.032228,14.967712,18.38706,18.06448,18.06448,11.93546,11.93546,11.354816,11.161268,13.87094,13.87094,13.806424,13.741908,13.741908,13.741908,12.387072,12.129008,13.161264,13.22578,14.903196,17.09674,17.09674,17.09674,17.483836,17.161256,16.967708,16.645128,15.48384,12.58062,12.58062,12.9032,13.290296,9.870948,10.064496,12.451588,12.451588,12.451588,12.451588,12.516104,,,,,,
78,9.612884,10.193528,10.387076,10.580624,10.580624,10.64514,10.709656,10.709656,10.709656,10.064496,9.870948,9.870948,9.870948,9.870948,9.225788,9.225788,9.225788,9.35482,10.32256,10.516108,10.838688,11.999976,14.903196,14.967712,15.032228,14.967712,18.38706,18.06448,18.06448,11.93546,11.93546,11.354816,11.161268,13.87094,13.87094,13.806424,13.741908,13.741908,13.741908,12.387072,,,,,,,,,,,
80,15.032228,14.967712,18.38706,18.06448,18.06448,11.93546,11.93546,11.354816,11.161268,13.87094,13.87094,13.806424,13.741908,13.741908,13.741908,12.387072,12.129008,13.161264,13.22578,14.903196,17.09674,17.09674,17.09674,17.483836,17.161256,16.967708,16.645128,15.48384,12.58062,12.58062,12.9032,,,,,,,,,,,,,,,,,,,,
81,13.161264,13.22578,14.903196,17.09674,17.09674,17.09674,17.483836,17.161256,16.967708,16.645128,15.48384,12.58062,12.58062,12.9032,13.290296,9.870948,10.064496,12.451588,12.451588,12.451588,12.451588,12.516104,9.612884,9.612884,9.6774,9.6774,13.999972,13.999972,13.999972,13.999972,12.967716,12.9032,11.225784,9.03224,9.03224,,,,,,,,,,,,,,,,
82,1.327404,1.327404,1.327404,1.327404,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,3.54838,3.999992,3.999992,3.999992,3.999992,4.645152,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,,,,,,,,,,,,,
84,3.999992,3.999992,4.645152,3.419348,3.419348,12.9032,13.290296,9.870948,10.064496,12.451588,12.451588,12.451588,12.451588,12.516104,9.612884,9.612884,9.6774,9.6774,13.999972,13.999972,13.999972,13.999972,12.967716,12.9032,11.225784,9.03224,9.03224,9.03224,9.612884,9.419336,9.419336,9.419336,9.419336,9.935464,10.129012,9.741916,9.35482,,,,,,,,,,,,,,
85,3.999992,3.999992,4.645152,3.419348,3.419348,12.9032,13.290296,9.870948,10.064496,12.451588,12.451588,12.451588,12.451588,12.516104,9.612884,9.612884,9.6774,9.6774,13.999972,13.999972,13.999972,13.999972,12.967716,12.9032,11.225784,9.03224,9.03224,9.03224,9.612884,9.419336,9.419336,9.419336,9.419336,9.935464,10.129012,9.741916,9.35482,,,,,,,,,,,,,,
86,13.161264,13.22578,14.903196,17.09674,17.09674,17.09674,17.483836,17.161256,16.967708,16.645128,15.48384,12.58062,12.58062,12.9032,13.290296,9.870948,10.064496,12.451588,12.451588,12.451588,12.451588,12.516104,9.612884,9.612884,9.6774,9.6774,13.999972,13.999972,13.999972,13.999972,12.967716,12.9032,11.225784,9.03224,9.03224,,,,,,,,,,,,,,,,
87,13.161264,13.22578,14.903196,17.09674,17.09674,17.09674,17.483836,17.161256,16.967708,16.645128,15.48384,12.58062,12.58062,12.9032,13.290296,9.870948,10.064496,12.451588,12.451588,12.451588,12.451588,12.516104,9.612884,9.612884,9.6774,9.6774,13.999972,13.999972,13.999972,13.999972,12.967716,12.9032,11.225784,9.03224,9.03224,,,,,,,,,,,,,,,,
90,9.35482,10.32256,10.516108,10.838688,11.999976,14.903196,14.967712,15.032228,14.967712,18.38706,18.06448,18.06448,11.93546,11.93546,11.354816,11.161268,13.87094,13.87094,13.806424,13.741908,13.741908,13.741908,12.387072,12.129008,13.161264,13.22578,14.903196,17.09674,17.09674,17.09674,17.483836,17.161256,16.967708,16.645128,15.48384,12.58062,12.58062,12.9032,13.290296,,,,,,,,,,,,
91,9.35482,10.32256,10.516108,10.838688,11.999976,14.903196,14.967712,15.032228,14.967712,18.38706,18.06448,18.06448,11.93546,11.93546,11.354816,11.161268,13.87094,13.87094,13.806424,13.741908,13.741908,13.741908,12.387072,12.129008,13.161264,13.22578,14.903196,17.09674,17.09674,17.09674,17.483836,17.161256,16.967708,16.645128,15.48384,12.58062,12.58062,12.9032,13.290296,,,,,,,,,,,,
93,3.806444,9.935464,9.612884,10.193528,10.387076,10.580624,10.580624,10.64514,10.709656,10.709656,10.709656,10.064496,9.870948,9.870948,9.870948,9.870948,9.225788,9.225788,9.225788,9.35482,10.32256,10.516108,10.838688,11.999976,14.903196,14.967712,15.032228,14.967712,18.38706,18.06448,18.06448,11.93546,11.93546,11.354816,11.161268,13.87094,13.87094,13.806424,13.741908,13.741908,13.741908,12.387072,12.129008,13.161264,13.22578,14.903196,,,,,
94,4.645152,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.483864,3.483864,3.806444,3.806444,9.935464,9.612884,10.193528,10.387076,10.580624,10.580624,10.64514,10.709656,10.709656,10.709656,10.064496,9.870948,9.870948,9.870948,9.870948,9.225788,9.225788,9.225788,9.35482,10.32256,10.516108,10.838688,11.999976,14.903196,14.967712,,,,,,,,,,,
95,4.645152,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.483864,3.483864,3.806444,3.806444,9.935464,9.612884,10.193528,10.387076,10.580624,10.580624,10.64514,10.709656,10.709656,10.709656,10.064496,9.870948,9.870948,9.870948,9.870948,9.225788,9.225788,9.225788,9.35482,10.32256,10.516108,10.838688,11.999976,14.903196,14.967712,,,,,,,,,,,
96,1.327404,1.327404,1.327404,1.327404,1.327404,1.327404,1.225804,1.225804,1.225804,1.225804,13.290296,9.870948,10.064496,12.451588,12.451588,12.451588,12.451588,12.516104,9.612884,9.612884,9.6774,9.6774,13.999972,13.999972,13.999972,13.999972,12.967716,12.9032,11.225784,9.03224,9.03224,9.03224,,,,,,,,,,,,,,,,,,,
100,1.327404,1.327404,1.327404,1.327404,1.327404,1.327404,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,3.54838,3.999992,3.999992,3.999992,3.999992,4.645152,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,,,,,,,,,,,
101,4.645152,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.483864,3.483864,3.806444,3.806444,9.935464,9.612884,10.193528,10.387076,10.580624,10.580624,10.64514,10.709656,10.709656,10.709656,10.064496,9.870948,9.870948,9.870948,9.870948,9.225788,9.225788,9.225788,9.35482,10.32256,10.516108,10.838688,11.999976,14.903196,14.967712,,,,,,,,,,,
102,14.967712,18.38706,18.06448,18.06448,11.93546,11.93546,11.354816,11.161268,13.87094,13.87094,13.806424,13.741908,13.741908,13.741908,12.387072,12.129008,13.161264,13.22578,14.903196,17.09674,17.09674,17.09674,17.483836,17.161256,16.967708,16.645128,15.48384,12.58062,12.58062,12.9032,13.290296,9.870948,10.064496,12.451588,12.451588,12.451588,12.451588,12.516104,,,,,,,,,,,,,
105,3.806444,9.935464,9.612884,10.193528,10.387076,10.580624,10.580624,10.64514,10.709656,10.709656,10.709656,10.064496,9.870948,9.870948,9.870948,9.870948,9.225788,9.225788,9.225788,9.35482,10.32256,10.516108,10.838688,11.999976,14.903196,14.967712,15.032228,14.967712,18.38706,18.06448,18.06448,11.93546,11.93546,11.354816,11.161268,13.87094,13.87094,13.806424,13.741908,13.741908,13.741908,12.387072,12.129008,13.161264,13.22578,14.903196,,,,,
106,9.35482,10.32256,10.516108,10.838688,11.999976,14.903196,14.967712,15.032228,14.967712,18.38706,18.06448,18.06448,11.93546,11.93546,11.354816,11.161268,13.87094,13.87094,13.806424,13.741908,13.741908,13.741908,12.387072,12.129008,13.161264,13.22578,14.903196,17.09674,17.09674,17.09674,17.483836,17.161256,16.967708,16.645128,9.612884,9.612884,9.6774,9.6774,13.999972,13.999972,13.999972,13.999972,12.967716,12.9032,11.225784,9.03224,9.03224,9.03224,,,
116,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.483864,3.483864,3.806444,3.806444,9.935464,9.612884,10.193528,10.387076,10.580624,10.580624,10.64514,10.709656,10.709656,10.709656,10.064496,9.870948,9.870948,9.870948,9.870948,9.225788,9.225788,9.225788,9.35482,10.32256,10.516108,10.838688,11.999976,14.903196,14.967712,15.032228,14.967712,18.38706,,,,,,,,,,
122,1.327404,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,3.54838,3.999992,3.999992,3.999992,3.999992,4.645152,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.483864,3.483864,3.806444,3.806444,9.935464,9.612884,10.193528,10.387076,10.580624,10.580624,10.64514,10.709656,10.709656,10.709656,10.064496,
132,9.225788,9.225788,9.225788,9.35482,10.32256,10.516108,10.838688,11.999976,14.903196,14.967712,15.032228,14.967712,18.38706,18.06448,18.06448,11.93546,11.93546,11.354816,11.161268,13.87094,13.87094,13.806424,13.741908,13.741908,13.741908,12.387072,12.129008,13.161264,13.22578,14.903196,17.09674,17.09674,17.09674,17.483836,17.161256,16.967708,16.645128,15.48384,12.58062,12.58062,12.9032,,,,,,,,,,
140,9.935464,9.612884,10.193528,10.387076,10.580624,10.580624,10.64514,10.709656,10.709656,10.709656,10.064496,9.870948,9.870948,9.870948,9.870948,9.225788,9.225788,9.225788,9.35482,10.32256,10.516108,10.838688,11.999976,14.903196,14.967712,15.032228,14.967712,18.38706,18.06448,18.06448,11.93546,11.93546,11.354816,11.161268,13.87094,13.87094,13.806424,13.741908,,,,,,,,,,,,,
158,4.645152,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.483864,3.483864,3.806444,3.806444,9.935464,9.612884,10.193528,10.387076,10.580624,10.580624,10.64514,10.709656,10.709656,10.709656,10.064496,9.870948,9.870948,9.870948,9.870948,9.225788,9.225788,9.225788,9.35482,10.32256,10.516108,10.838688,11.999976,14.903196,14.967712,15.032228,14.967712,,,,,,,,,
165,1.225804,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,3.54838,3.999992,3.999992,3.999992,3.999992,4.645152,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.483864,3.483864,3.806444,3.806444,9.935464,9.612884,10.193528,10.387076,10.580624,10.580624,10.64514,10.709656,10.709656,10.709656,10.064496,9.870948,,,,,,,,,
168,0.0508,0.0508,1.327404,1.327404,1.327404,1.327404,1.327404,1.327404,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,3.54838,3.999992,3.999992,3.999992,3.999992,4.645152,3.419348,3.419348,3.419348,,,,,,,,,,,,,,,,
173,9.935464,9.612884,10.193528,10.387076,10.580624,10.580624,10.64514,10.709656,10.709656,10.709656,10.064496,9.870948,9.870948,9.870948,9.870948,9.225788,9.225788,9.225788,9.35482,10.32256,10.516108,10.838688,11.999976,14.903196,14.967712,15.032228,14.967712,18.38706,18.06448,18.06448,11.93546,11.93546,11.354816,11.161268,13.87094,13.87094,13.806424,13.741908,,,,,,,,,,,,,
183,1.327404,1.327404,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,3.54838,3.999992,3.999992,3.999992,3.999992,4.645152,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,,,,,,,,,,,,,,,
189,15.032228,14.967712,18.38706,18.06448,18.06448,11.93546,11.93546,11.354816,11.161268,13.87094,13.87094,13.806424,13.741908,13.741908,13.741908,12.387072,12.129008,13.161264,13.22578,14.903196,17.09674,17.09674,17.09674,17.483836,17.161256,16.967708,16.645128,15.48384,12.58062,12.58062,12.9032,13.290296,9.870948,10.064496,12.451588,12.451588,12.451588,12.451588,12.516104,9.612884,9.612884,9.6774,9.6774,13.999972,13.999972,13.999972,,,,,
190,3.483864,3.806444,3.806444,9.935464,9.612884,10.193528,10.387076,10.580624,10.580624,10.64514,10.709656,10.709656,10.709656,10.064496,9.870948,9.870948,9.870948,9.870948,9.225788,9.225788,9.225788,9.35482,10.32256,10.516108,10.838688,11.999976,14.903196,14.967712,15.032228,14.967712,18.38706,18.06448,18.06448,11.93546,11.93546,11.354816,11.161268,13.87094,13.87094,13.806424,13.741908,,,,,,,,,,
191,3.999992,4.645152,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.483864,3.483864,3.806444,3.806444,9.935464,9.612884,10.193528,10.387076,10.580624,10.580624,10.64514,10.709656,10.709656,10.709656,10.064496,9.870948,9.870948,9.870948,9.870948,9.225788,9.225788,9.225788,9.35482,10.32256,10.516108,10.838688,11.999976,14.903196,14.967712,,,,,,,,,,
193,1.327404,1.327404,1.327404,1.327404,1.327404,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,1.548384,3.54838,3.999992,3.999992,3.999992,3.999992,4.645152,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.483864,,,,,,,,,,,
194,3.999992,3.999992,4.645152,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.483864,3.483864,3.806444,3.806444,9.935464,9.612884,10.193528,10.387076,10.580624,10.580624,10.64514,10.709656,10.709656,10.709656,10.064496,9.870948,9.870948,9.870948,9.870948,,,,,,,,,,,,,,,,,,,
195,3.999992,4.645152,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.419348,3.483864,3.483864,3.806444,3.806444,9.935464,9.612884,10.193528,10.387076,10.580624,10.580624,10.64514,10.709656,10.709656,10.709656,10.064496,9.870948,9.870948,9.870948,9.870948,9.225788,9.225788,9.225788,9.35482,10.32256,10.516108,10.838688,11.999976,14.903196,14.967712,,,,,,,,,,
196,13.290296,9.870948,10.064496,12.451588,12.451588,12.451588,12.451588,12.516104,9.612884,9.612884,9.6774,9.6774,13.999972,13.999972,13.999972,13.999972,12.967716,12.9032,11.225784,9.03224,9.03224,9.03224,9.612884,9.419336,9.419336,9.419336,9.419336,9.935464,10.129012,9.741916,9.35482,,,,,,,,,,,,,,,,,,,,
197,0.0508,0.0508,1.327404,1.327404,1.327404,1.327404,1.327404,1.327404,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.548384,1.548384,12.9032,13.290296,9.870948,10.064496,12.451588,12.451588,12.451588,12.451588,12.516104,9.612884,9.612884,9.6774,9.6774,13.999972,13.999972,13.999972,13.999972,12.967716,12.9032,11.225784,9.03224,9.03224,9.03224,,,,,,,,,
198,12.387072,12.129008,13.161264,13.22578,14.903196,17.09674,17.09674,17.09674,17.483836,17.161256,16.967708,16.645128,15.48384,12.58062,12.58062,12.9032,13.290296,9.870948,10.064496,12.451588,12.451588,12.451588,12.451588,12.516104,9.612884,9.612884,9.6774,9.6774,13.999972,13.999972,13.999972,,,,,,,,,,,,,,,,,,,,
