site_number,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
65,2.451608,3.096768,3.096768,1.096772,0.64516,0.64516,0.64516,0.64516,0,0,0,0,0.064516,0.064516,0.387096,0.387096,6.516116,6.516116,7.09676,7.225792,7.41934,7.09676,7.161276,1.096772,1.096772,0.516128,1.677416,1.741932,1.741932,1.677416,1.6129,1.6129,1.6129,0.258064,0.129032,1.096772,1.29032,1.6129,2.774188,5.677408,5.741924,,,,,,,,,,
66,2.451608,3.096768,3.096768,1.096772,0.64516,0.64516,0.64516,0.64516,0,0,0,0,0.064516,0.064516,0.387096,0.387096,6.516116,6.516116,7.09676,7.225792,7.41934,7.09676,7.161276,1.096772,1.096772,0.516128,1.677416,1.741932,1.741932,1.677416,1.6129,1.6129,1.6129,0.258064,0.129032,1.096772,1.29032,1.6129,2.774188,5.677408,5.741924,,,,,,,,,,
67,5.677408,4.709668,7.935468,7.612888,6.4516,3.54838,3.483864,3.419348,3.419348,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,0,1.032256,1.096772,2.774188,4.967732,4.967732,4.967732,5.48386,5.096764,5.032248,3.354832,1.161288,1.161288,1.225804,1.096772,0.838708,0.838708,1.032256,3.419348,3.419348,3.354832,2.967736,2.645156,,,,,,,,,,,,
69,2.90322,0,1.032256,1.096772,2.774188,4.967732,4.967732,4.967732,5.48386,5.096764,5.032248,3.354832,1.161288,1.161288,1.225804,1.096772,0.838708,0.838708,1.032256,3.419348,3.419348,3.354832,2.967736,2.645156,2.645156,2.451608,0.129032,0.129032,4.451604,4.451604,4.387088,,,,,,,,,,,,,,,,,,,,
70,1.096772,1.29032,1.6129,2.774188,5.677408,5.741924,5.677408,4.709668,7.935468,7.612888,6.4516,3.54838,3.483864,3.419348,3.419348,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,0,1.032256,1.096772,2.774188,4.967732,4.967732,4.967732,5.48386,5.096764,5.032248,3.354832,1.161288,1.161288,1.225804,1.096772,0.838708,0.838708,1.032256,3.419348,3.419348,3.354832,2.967736,2.645156,,,,,,
71,6.516116,7.09676,7.225792,7.41934,7.09676,7.161276,1.096772,1.096772,0.516128,1.677416,1.741932,1.741932,1.677416,1.6129,1.6129,1.6129,0.258064,0.129032,1.096772,1.29032,1.6129,2.774188,5.677408,5.741924,5.677408,4.709668,7.935468,7.612888,6.4516,3.54838,3.483864,3.419348,3.419348,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,,,,,,,,,,,
72,1.225804,0,0,0,0,0,0,0,0,0.32258,0.32258,0.32258,0.32258,0.32258,0.32258,0.32258,0,0,1.999996,2.451608,2.451608,2.451608,2.451608,3.096768,3.096768,1.096772,0.64516,0.64516,0.64516,0.64516,0,0,0,0,0.064516,0.064516,0.387096,0.387096,6.516116,6.516116,7.09676,7.225792,7.41934,7.09676,7.161276,1.096772,1.096772,0.516128,1.677416,1.741932,
73,2.90322,0,1.032256,1.096772,2.774188,4.967732,4.967732,4.967732,5.48386,5.096764,5.032248,3.354832,1.161288,1.161288,1.225804,1.096772,0.838708,0.838708,1.032256,3.419348,3.419348,3.354832,2.967736,2.645156,2.645156,2.451608,0.129032,0.129032,4.451604,4.451604,4.387088,,,,,,,,,,,,,,,,,,,,
74,2.451608,3.096768,3.096768,1.096772,0.64516,0.64516,0.64516,0.64516,0,0,0,0,0.064516,0.064516,0.387096,0.387096,6.516116,6.516116,7.09676,7.225792,7.41934,7.09676,7.161276,1.096772,1.096772,0.516128,1.677416,1.741932,1.741932,1.677416,1.6129,1.6129,1.6129,0.258064,0.129032,1.096772,1.29032,1.6129,2.774188,5.677408,5.741924,,,,,,,,,,
75,0.64516,0.64516,0.64516,0,0,0,0,0.064516,0.064516,0.387096,0.387096,6.516116,6.516116,7.09676,7.225792,7.41934,7.09676,7.161276,1.096772,1.096772,0.516128,1.677416,1.741932,1.741932,1.677416,1.6129,1.6129,1.6129,0.258064,0.129032,1.096772,1.29032,1.6129,2.774188,5.677408,5.741924,5.677408,4.709668,7.935468,7.612888,,,,,,,,,,,
76,1.225804,0,0,0,0,0,0,0,0,0.32258,0.32258,0.32258,0.32258,0.32258,0.32258,0.32258,0,0,1.999996,2.451608,2.451608,2.451608,2.451608,3.096768,3.096768,1.096772,0.64516,0.64516,0.64516,0.64516,0,0,0,0,0.064516,0.064516,0.387096,0.387096,6.516116,6.516116,7.09676,7.225792,7.41934,7.09676,7.161276,1.096772,1.096772,0.516128,1.677416,1.741932,
77,1.096772,1.29032,1.6129,2.774188,5.677408,5.741924,5.677408,4.709668,7.935468,7.612888,6.4516,3.54838,3.483864,3.419348,3.419348,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,0,1.032256,1.096772,2.774188,4.967732,4.967732,4.967732,5.48386,5.096764,5.032248,3.354832,1.161288,1.161288,1.225804,1.096772,0.838708,0.838708,1.032256,3.419348,3.419348,3.354832,2.967736,2.645156,,,,,,
78,6.516116,7.09676,7.225792,7.41934,7.09676,7.161276,1.096772,1.096772,0.516128,1.677416,1.741932,1.741932,1.677416,1.6129,1.6129,1.6129,0.258064,0.129032,1.096772,1.29032,1.6129,2.774188,5.677408,5.741924,5.677408,4.709668,7.935468,7.612888,6.4516,3.54838,3.483864,3.419348,3.419348,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,,,,,,,,,,,
80,5.677408,4.709668,7.935468,7.612888,6.4516,3.54838,3.483864,3.419348,3.419348,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,0,1.032256,1.096772,2.774188,4.967732,4.967732,4.967732,5.48386,5.096764,5.032248,3.354832,1.161288,1.161288,1.225804,1.096772,,,,,,,,,,,,,,,,,,,,
81,1.032256,1.096772,2.774188,4.967732,4.967732,4.967732,5.48386,5.096764,5.032248,3.354832,1.161288,1.161288,1.225804,1.096772,0.838708,0.838708,1.032256,3.419348,3.419348,3.354832,2.967736,2.645156,2.645156,2.451608,0.129032,0.129032,4.451604,4.451604,4.387088,4.387088,4.387088,4.322572,4.322572,0,0,,,,,,,,,,,,,,,,
82,1.225804,1.225804,1.225804,1.225804,1.225804,0,0,0,0,0,0,0,0,0.32258,0.32258,0.32258,0.32258,0.32258,0.32258,0.32258,0,0,1.999996,2.451608,2.451608,2.451608,2.451608,3.096768,3.096768,1.096772,0.64516,0.64516,0.64516,0.64516,0,0,0,0,,,,,,,,,,,,,
84,2.451608,2.451608,3.096768,3.096768,1.096772,1.096772,0.838708,0.838708,1.032256,3.419348,3.419348,3.354832,2.967736,2.645156,2.645156,2.451608,0.129032,0.129032,4.451604,4.451604,4.387088,4.387088,4.387088,4.322572,4.322572,0,0,0,1.096772,1.548384,1.548384,1.548384,1.548384,2.064512,2.322576,1.225804,0.774192,,,,,,,,,,,,,,
85,2.451608,2.451608,3.096768,3.096768,1.096772,1.096772,0.838708,0.838708,1.032256,3.419348,3.419348,3.354832,2.967736,2.645156,2.645156,2.451608,0.129032,0.129032,4.451604,4.451604,4.387088,4.387088,4.387088,4.322572,4.322572,0,0,0,1.096772,1.548384,1.548384,1.548384,1.548384,2.064512,2.322576,1.225804,0.774192,,,,,,,,,,,,,,
86,1.032256,1.096772,2.774188,4.967732,4.967732,4.967732,5.48386,5.096764,5.032248,3.354832,1.161288,1.161288,1.225804,1.096772,0.838708,0.838708,1.032256,3.419348,3.419348,3.354832,2.967736,2.645156,2.645156,2.451608,0.129032,0.129032,4.451604,4.451604,4.387088,4.387088,4.387088,4.322572,4.322572,0,0,,,,,,,,,,,,,,,,
87,1.032256,1.096772,2.774188,4.967732,4.967732,4.967732,5.48386,5.096764,5.032248,3.354832,1.161288,1.161288,1.225804,1.096772,0.838708,0.838708,1.032256,3.419348,3.419348,3.354832,2.967736,2.645156,2.645156,2.451608,0.129032,0.129032,4.451604,4.451604,4.387088,4.387088,4.387088,4.322572,4.322572,0,0,,,,,,,,,,,,,,,,
90,0.129032,1.096772,1.29032,1.6129,2.774188,5.677408,5.741924,5.677408,4.709668,7.935468,7.612888,6.4516,3.54838,3.483864,3.419348,3.419348,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,0,1.032256,1.096772,2.774188,4.967732,4.967732,4.967732,5.48386,5.096764,5.032248,3.354832,1.161288,1.161288,1.225804,1.096772,0.838708,,,,,,,,,,,,
91,0.129032,1.096772,1.29032,1.6129,2.774188,5.677408,5.741924,5.677408,4.709668,7.935468,7.612888,6.4516,3.54838,3.483864,3.419348,3.419348,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,0,1.032256,1.096772,2.774188,4.967732,4.967732,4.967732,5.48386,5.096764,5.032248,3.354832,1.161288,1.161288,1.225804,1.096772,0.838708,,,,,,,,,,,,
93,0.387096,6.516116,6.516116,7.09676,7.225792,7.41934,7.09676,7.161276,1.096772,1.096772,0.516128,1.677416,1.741932,1.741932,1.677416,1.6129,1.6129,1.6129,0.258064,0.129032,1.096772,1.29032,1.6129,2.774188,5.677408,5.741924,5.677408,4.709668,7.935468,7.612888,6.4516,3.54838,3.483864,3.419348,3.419348,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,0,1.032256,1.096772,2.774188,,,,,
94,3.096768,3.096768,1.096772,0.64516,0.64516,0.64516,0.64516,0,0,0,0,0.064516,0.064516,0.387096,0.387096,6.516116,6.516116,7.09676,7.225792,7.41934,7.09676,7.161276,1.096772,1.096772,0.516128,1.677416,1.741932,1.741932,1.677416,1.6129,1.6129,1.6129,0.258064,0.129032,1.096772,1.29032,1.6129,2.774188,5.677408,5.741924,,,,,,,,,,,
95,3.096768,3.096768,1.096772,0.64516,0.64516,0.64516,0.64516,0,0,0,0,0.064516,0.064516,0.387096,0.387096,6.516116,6.516116,7.09676,7.225792,7.41934,7.09676,7.161276,1.096772,1.096772,0.516128,1.677416,1.741932,1.741932,1.677416,1.6129,1.6129,1.6129,0.258064,0.129032,1.096772,1.29032,1.6129,2.774188,5.677408,5.741924,,,,,,,,,,,
96,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,0,0,0,0.838708,0.838708,1.032256,3.419348,3.419348,3.354832,2.967736,2.645156,2.645156,2.451608,0.129032,0.129032,4.451604,4.451604,4.387088,4.387088,4.387088,4.322572,4.322572,0,0,0,,,,,,,,,,,,,,,,,,,
100,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,0,0,0,0,0,0,0,0,0.32258,0.32258,0.32258,0.32258,0.32258,0.32258,0.32258,0,0,1.999996,2.451608,2.451608,2.451608,2.451608,3.096768,3.096768,1.096772,0.64516,0.64516,0.64516,0.64516,0,0,0,0,,,,,,,,,,,
101,3.096768,3.096768,1.096772,0.64516,0.64516,0.64516,0.64516,0,0,0,0,0.064516,0.064516,0.387096,0.387096,6.516116,6.516116,7.09676,7.225792,7.41934,7.09676,7.161276,1.096772,1.096772,0.516128,1.677416,1.741932,1.741932,1.677416,1.6129,1.6129,1.6129,0.258064,0.129032,1.096772,1.29032,1.6129,2.774188,5.677408,5.741924,,,,,,,,,,,
102,4.709668,7.935468,7.612888,6.4516,3.54838,3.483864,3.419348,3.419348,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,0,1.032256,1.096772,2.774188,4.967732,4.967732,4.967732,5.48386,5.096764,5.032248,3.354832,1.161288,1.161288,1.225804,1.096772,0.838708,0.838708,1.032256,3.419348,3.419348,3.354832,2.967736,2.645156,,,,,,,,,,,,,
105,0.387096,6.516116,6.516116,7.09676,7.225792,7.41934,7.09676,7.161276,1.096772,1.096772,0.516128,1.677416,1.741932,1.741932,1.677416,1.6129,1.6129,1.6129,0.258064,0.129032,1.096772,1.29032,1.6129,2.774188,5.677408,5.741924,5.677408,4.709668,7.935468,7.612888,6.4516,3.54838,3.483864,3.419348,3.419348,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,0,1.032256,1.096772,2.774188,,,,,
106,0.129032,1.096772,1.29032,1.6129,2.774188,5.677408,5.741924,5.677408,4.709668,7.935468,7.612888,6.4516,3.54838,3.483864,3.419348,3.419348,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,0,1.032256,1.096772,2.774188,4.967732,4.967732,4.967732,5.48386,5.096764,5.032248,3.354832,2.645156,2.451608,0.129032,0.129032,4.451604,4.451604,4.387088,4.387088,4.387088,4.322572,4.322572,0,0,0,,,
116,1.096772,0.64516,0.64516,0.64516,0.64516,0,0,0,0,0.064516,0.064516,0.387096,0.387096,6.516116,6.516116,7.09676,7.225792,7.41934,7.09676,7.161276,1.096772,1.096772,0.516128,1.677416,1.741932,1.741932,1.677416,1.6129,1.6129,1.6129,0.258064,0.129032,1.096772,1.29032,1.6129,2.774188,5.677408,5.741924,5.677408,4.709668,7.935468,,,,,,,,,,
122,1.225804,1.225804,0,0,0,0,0,0,0,0,0.32258,0.32258,0.32258,0.32258,0.32258,0.32258,0.32258,0,0,1.999996,2.451608,2.451608,2.451608,2.451608,3.096768,3.096768,1.096772,0.64516,0.64516,0.64516,0.64516,0,0,0,0,0.064516,0.064516,0.387096,0.387096,6.516116,6.516116,7.09676,7.225792,7.41934,7.09676,7.161276,1.096772,1.096772,0.516128,1.677416,
132,1.6129,1.6129,0.258064,0.129032,1.096772,1.29032,1.6129,2.774188,5.677408,5.741924,5.677408,4.709668,7.935468,7.612888,6.4516,3.54838,3.483864,3.419348,3.419348,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,0,1.032256,1.096772,2.774188,4.967732,4.967732,4.967732,5.48386,5.096764,5.032248,3.354832,1.161288,1.161288,1.225804,1.096772,,,,,,,,,,
140,6.516116,6.516116,7.09676,7.225792,7.41934,7.09676,7.161276,1.096772,1.096772,0.516128,1.677416,1.741932,1.741932,1.677416,1.6129,1.6129,1.6129,0.258064,0.129032,1.096772,1.29032,1.6129,2.774188,5.677408,5.741924,5.677408,4.709668,7.935468,7.612888,6.4516,3.54838,3.483864,3.419348,3.419348,2.90322,2.90322,2.90322,2.90322,,,,,,,,,,,,,
158,3.096768,3.096768,1.096772,0.64516,0.64516,0.64516,0.64516,0,0,0,0,0.064516,0.064516,0.387096,0.387096,6.516116,6.516116,7.09676,7.225792,7.41934,7.09676,7.161276,1.096772,1.096772,0.516128,1.677416,1.741932,1.741932,1.677416,1.6129,1.6129,1.6129,0.258064,0.129032,1.096772,1.29032,1.6129,2.774188,5.677408,5.741924,5.677408,4.709668,,,,,,,,,
165,0,0.32258,0.32258,0.32258,0.32258,0.32258,0.32258,0.32258,0,0,1.999996,2.451608,2.451608,2.451608,2.451608,3.096768,3.096768,1.096772,0.64516,0.64516,0.64516,0.64516,0,0,0,0,0.064516,0.064516,0.387096,0.387096,6.516116,6.516116,7.09676,7.225792,7.41934,7.09676,7.161276,1.096772,1.096772,0.516128,1.677416,1.741932,,,,,,,,,
168,0,0,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,0,0,0,0,0,0,0,0,0.32258,0.32258,0.32258,0.32258,0.32258,0.32258,0.32258,0,0,1.999996,2.451608,2.451608,2.451608,2.451608,3.096768,3.096768,1.096772,0.64516,,,,,,,,,,,,,,,,
173,6.516116,6.516116,7.09676,7.225792,7.41934,7.09676,7.161276,1.096772,1.096772,0.516128,1.677416,1.741932,1.741932,1.677416,1.6129,1.6129,1.6129,0.258064,0.129032,1.096772,1.29032,1.6129,2.774188,5.677408,5.741924,5.677408,4.709668,7.935468,7.612888,6.4516,3.54838,3.483864,3.419348,3.419348,2.90322,2.90322,2.90322,2.90322,,,,,,,,,,,,,
183,1.225804,1.225804,1.225804,0,0,0,0,0,0,0,0,0.32258,0.32258,0.32258,0.32258,0.32258,0.32258,0.32258,0,0,1.999996,2.451608,2.451608,2.451608,2.451608,3.096768,3.096768,1.096772,0.64516,0.64516,0.64516,0.64516,0,0,0,0,,,,,,,,,,,,,,,
189,5.677408,4.709668,7.935468,7.612888,6.4516,3.54838,3.483864,3.419348,3.419348,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,0,1.032256,1.096772,2.774188,4.967732,4.967732,4.967732,5.48386,5.096764,5.032248,3.354832,1.161288,1.161288,1.225804,1.096772,0.838708,0.838708,1.032256,3.419348,3.419348,3.354832,2.967736,2.645156,2.645156,2.451608,0.129032,0.129032,4.451604,4.451604,4.387088,,,,,
190,0.064516,0.387096,0.387096,6.516116,6.516116,7.09676,7.225792,7.41934,7.09676,7.161276,1.096772,1.096772,0.516128,1.677416,1.741932,1.741932,1.677416,1.6129,1.6129,1.6129,0.258064,0.129032,1.096772,1.29032,1.6129,2.774188,5.677408,5.741924,5.677408,4.709668,7.935468,7.612888,6.4516,3.54838,3.483864,3.419348,3.419348,2.90322,2.90322,2.90322,2.90322,,,,,,,,,,
191,2.451608,3.096768,3.096768,1.096772,0.64516,0.64516,0.64516,0.64516,0,0,0,0,0.064516,0.064516,0.387096,0.387096,6.516116,6.516116,7.09676,7.225792,7.41934,7.09676,7.161276,1.096772,1.096772,0.516128,1.677416,1.741932,1.741932,1.677416,1.6129,1.6129,1.6129,0.258064,0.129032,1.096772,1.29032,1.6129,2.774188,5.677408,5.741924,,,,,,,,,,
193,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,0,0,0,0,0,0,0,0,0.32258,0.32258,0.32258,0.32258,0.32258,0.32258,0.32258,0,0,1.999996,2.451608,2.451608,2.451608,2.451608,3.096768,3.096768,1.096772,0.64516,0.64516,0.64516,0.64516,0,0,0,0,0.064516,,,,,,,,,,,
194,2.451608,2.451608,3.096768,3.096768,1.096772,0.64516,0.64516,0.64516,0.64516,0,0,0,0,0.064516,0.064516,0.387096,0.387096,6.516116,6.516116,7.09676,7.225792,7.41934,7.09676,7.161276,1.096772,1.096772,0.516128,1.677416,1.741932,1.741932,1.677416,1.6129,,,,,,,,,,,,,,,,,,,
195,2.451608,3.096768,3.096768,1.096772,0.64516,0.64516,0.64516,0.64516,0,0,0,0,0.064516,0.064516,0.387096,0.387096,6.516116,6.516116,7.09676,7.225792,7.41934,7.09676,7.161276,1.096772,1.096772,0.516128,1.677416,1.741932,1.741932,1.677416,1.6129,1.6129,1.6129,0.258064,0.129032,1.096772,1.29032,1.6129,2.774188,5.677408,5.741924,,,,,,,,,,
196,0.838708,0.838708,1.032256,3.419348,3.419348,3.354832,2.967736,2.645156,2.645156,2.451608,0.129032,0.129032,4.451604,4.451604,4.387088,4.387088,4.387088,4.322572,4.322572,0,0,0,1.096772,1.548384,1.548384,1.548384,1.548384,2.064512,2.322576,1.225804,0.774192,,,,,,,,,,,,,,,,,,,,
197,0,0,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,1.225804,0,0,0,0,0,0,0,0,0.32258,0.32258,1.096772,0.838708,0.838708,1.032256,3.419348,3.419348,3.354832,2.967736,2.645156,2.645156,2.451608,0.129032,0.129032,4.451604,4.451604,4.387088,4.387088,4.387088,4.322572,4.322572,0,0,0,,,,,,,,,
198,2.90322,0,1.032256,1.096772,2.774188,4.967732,4.967732,4.967732,5.48386,5.096764,5.032248,3.354832,1.161288,1.161288,1.225804,1.096772,0.838708,0.838708,1.032256,3.419348,3.419348,3.354832,2.967736,2.645156,2.645156,2.451608,0.129032,0.129032,4.451604,4.451604,4.387088,,,,,,,,,,,,,,,,,,,,
200,6.516116,7.09676,7.225792,7.41934,7.09676,7.161276,1.096772,1.096772,0.516128,1.677416,1.741932,1.741932,1.677416,1.6129,1.6129,1.6129,0.258064,0.129032,1.096772,1.29032,1.6129,2.774188,5.677408,5.741924,5.677408,4.709668,7.935468,7.612888,6.4516,3.54838,3.483864,3.419348,3.419348,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,,,,,,,,,,,
201,7.09676,7.225792,7.41934,7.09676,7.161276,1.096772,1.096772,0.516128,1.677416,1.741932,1.741932,1.677416,1.6129,1.6129,1.6129,0.258064,0.129032,1.096772,1.29032,1.6129,2.774188,5.677408,5.741924,5.677408,4.709668,7.935468,7.612888,6.4516,3.54838,3.483864,3.419348,3.419348,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,,,,,,,,,,,,
202,0.129032,1.096772,1.29032,1.6129,2.774188,5.677408,5.741924,5.677408,4.709668,7.935468,7.612888,6.4516,3.54838,3.483864,3.419348,3.419348,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,2.90322,0,1.032256,1.096772,2.774188,4.967732,4.967732,4.967732,5.48386,5.096764,5.032248,3.354832,1.161288,1.161288,1.225804,1.096772,,,,,,,,,,,,,
203,2.90322,2.90322,2.90322,0,1.032256,1.096772,2.774188,4.967732,4.967732,4.967732,5.48386,5.096764,5.032248,3.354832,1.161288,1.161288,1.225804,1.096772,0.838708,0.838708,1.032256,3.419348,3.419348,3.354832,2.967736,2.645156,2.645156,2.451608,0.129032,0.129032,4.451604,4.451604,4.387088,4.387088,4.387088,4.322572,4.322572,0,0,0,,,,,,,,,,,
204,0.64516,0.64516,0.64516,0.64516,0,0,0,0,0.064516,0.064516,0.387096,0.387096,6.516116,6.516116,7.09676,7.225792,7.41934,7.09676,7.161276,1.096772,1.096772,0.516128,1.677416,1.741932,1.741932,1.677416,1.6129,1.6129,1.6129,0.258064,0.129032,1.096772,1.29032,1.6129,2.774188,5.677408,5.741924,5.677408,4.709668,7.935468,7.612888,,,,,,,,,,
